host,replicate_id,tissue,treatment_raw,isolate,concentration,score,is_mixture_treatment,source_file,n_components,is_mixture_clean,mixture_unknown,isolate_1,isolate_2,isolate_3,ratio_1,ratio_2,ratio_3,mixture_label,isolate_clean,treatment_id
RTx2536,Plant #5,leaf,AMP20 10 5/2,AMP20,50000,2,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
RTx2536,Plant #5,leaf,AMP20 10 4,AMP20,10000,2,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
RTx2536,Plant #5,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
RTx2536,Plant #6,leaf,AMP20 10 6,AMP20,1000000,3.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e6
RTx2536,Plant #6,leaf,AMP20 10 6/2,AMP20,500000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e6
RTx2536,Plant #6,leaf,AMP20 10 5,AMP20,100000,3.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e5
RTx2536,Plant #6,leaf,AMP20 10 5/2,AMP20,50000,3.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
RTx2536,Plant #6,leaf,AMP20 10 4,AMP20,10000,3.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
RTx2536,Plant #6,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
RTx2536,Plant #1,leaf,AMP27 10 6,AMP27,1000000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
RTx2536,Plant #1,leaf,AMP27 10 6/2,AMP27,500000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
RTx2536,Plant #1,leaf,AMP27 10 5,AMP27,100000,2.33,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
RTx2536,Plant #1,leaf,AMP27 10 5/2,AMP27,50000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
RTx2536,Plant #1,leaf,AMP27 10 4,AMP27,10000,1,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
RTx2536,Plant #1,leaf,AMP27 10 4/2,AMP27,5000,2.33,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
RTx2536,Plant #2,leaf,AMP27 10 6,AMP27,1000000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
RTx2536,Plant #2,leaf,AMP27 10 6/2,AMP27,500000,4,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
RTx2536,Plant #2,leaf,AMP27 10 5,AMP27,100000,4.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
RTx2536,Plant #2,leaf,AMP27 10 5/2,AMP27,50000,4.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
RTx2536,Plant #2,leaf,AMP27 10 4,AMP27,10000,3,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
RTx2536,Plant #2,leaf,AMP27 10 4/2,AMP27,5000,2.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
RTx2536,Plant #3,leaf,AMP27 10 6,AMP27,1000000,4,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
RTx2536,Plant #3,leaf,AMP27 10 6/2,AMP27,500000,4,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
RTx2536,Plant #3,leaf,AMP27 10 5,AMP27,100000,2.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
RTx2536,Plant #3,leaf,AMP27 10 5/2,AMP27,50000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
RTx2536,Plant #3,leaf,AMP27 10 4,AMP27,10000,3,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
RTx2536,Plant #3,leaf,AMP27 10 4/2,AMP27,5000,2.33,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
RTx2536,Plant #4,leaf,AMP27 10 6,AMP27,1000000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
RTx2536,Plant #4,leaf,AMP27 10 6/2,AMP27,500000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
RTx2536,Plant #4,leaf,AMP27 10 5,AMP27,100000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
RTx2536,Plant #4,leaf,AMP27 10 5/2,AMP27,50000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
RTx2536,Plant #4,leaf,AMP27 10 4,AMP27,10000,4.33,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
RTx2536,Plant #4,leaf,AMP27 10 4/2,AMP27,5000,3,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
RTx2536,Plant #5,leaf,AMP27 10 6,AMP27,1000000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
RTx2536,Plant #5,leaf,AMP27 10 6/2,AMP27,500000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
RTx2536,Plant #5,leaf,AMP27 10 5,AMP27,100000,4,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
RTx2536,Plant #5,leaf,AMP27 10 5/2,AMP27,50000,2.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
RTx2536,Plant #5,leaf,AMP27 10 4,AMP27,10000,3.33,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
RTx2536,Plant #5,leaf,AMP27 10 4/2,AMP27,5000,2.67,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
RTx2536,Plant #6,leaf,AMP27 10 6,AMP27,1000000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
RTx2536,Plant #6,leaf,AMP27 10 6/2,AMP27,500000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
RTx2536,Plant #6,leaf,AMP27 10 5,AMP27,100000,5,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
RTx2536,Plant #6,leaf,AMP27 10 5/2,AMP27,50000,4,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
RTx2536,Plant #6,leaf,AMP27 10 4,AMP27,10000,2.33,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
RTx2536,Plant #6,leaf,AMP27 10 4/2,AMP27,5000,2.33,FALSE,mixture_02_Raw score of second experiments.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
RTx2536,Plant #1,leaf,Mixture 10 6,Mixture,1000000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
RTx2536,Plant #1,leaf,Mixture 10 5,Mixture,100000,3,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
RTx2536,Plant #1,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
RTx2536,Plant #2,leaf,Mixture 10 6,Mixture,1000000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
RTx2536,Plant #2,leaf,Mixture 10 5,Mixture,100000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
RTx2536,Plant #2,leaf,Mixture 10 4,Mixture,10000,3.67,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
RTx2536,Plant #3,leaf,Mixture 10 6,Mixture,1000000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
RTx2536,Plant #3,leaf,Mixture 10 5,Mixture,100000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
RTx2536,Plant #3,leaf,Mixture 10 4,Mixture,10000,3.33,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
RTx2536,Plant #4,leaf,Mixture 10 6,Mixture,1000000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
RTx2536,Plant #4,leaf,Mixture 10 5,Mixture,100000,4.67,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
RTx2536,Plant #4,leaf,Mixture 10 4,Mixture,10000,3.67,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
RTx2536,Plant #5,leaf,Mixture 10 6,Mixture,1000000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
RTx2536,Plant #5,leaf,Mixture 10 5,Mixture,100000,2.33,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
RTx2536,Plant #5,leaf,Mixture 10 4,Mixture,10000,2.67,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
RTx2536,Plant #6,leaf,Mixture 10 6,Mixture,1000000,5,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
RTx2536,Plant #6,leaf,Mixture 10 5,Mixture,100000,3.67,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
RTx2536,Plant #6,leaf,Mixture 10 4,Mixture,10000,3.67,TRUE,mixture_02_Raw score of second experiments.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
IS18760,Plant #1,leaf,AMP20 10 6,AMP20,1000000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e6
IS18760,Plant #1,leaf,AMP20 10 6/2,AMP20,500000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e6
IS18760,Plant #1,leaf,AMP20 10 5,AMP20,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e5
IS18760,Plant #1,leaf,AMP20 10 5/2,AMP20,50000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
IS18760,Plant #1,leaf,AMP20 10 4,AMP20,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
IS18760,Plant #1,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
IS18760,Plant #2,leaf,AMP20 10 6,AMP20,1000000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e6
IS18760,Plant #2,leaf,AMP20 10 6/2,AMP20,500000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e6
IS18760,Plant #2,leaf,AMP20 10 5,AMP20,100000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e5
IS18760,Plant #2,leaf,AMP20 10 5/2,AMP20,50000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
IS18760,Plant #2,leaf,AMP20 10 4,AMP20,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
IS18760,Plant #2,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
IS18760,Plant #3,leaf,AMP20 10 6,AMP20,1000000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e6
IS18760,Plant #3,leaf,AMP20 10 6/2,AMP20,500000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e6
IS18760,Plant #3,leaf,AMP20 10 5,AMP20,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e5
IS18760,Plant #3,leaf,AMP20 10 5/2,AMP20,50000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
IS18760,Plant #3,leaf,AMP20 10 4,AMP20,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
IS18760,Plant #3,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
IS18760,Plant #4,leaf,AMP20 10 6,AMP20,1000000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e6
IS18760,Plant #4,leaf,AMP20 10 6/2,AMP20,500000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e6
IS18760,Plant #4,leaf,AMP20 10 5,AMP20,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e5
IS18760,Plant #4,leaf,AMP20 10 5/2,AMP20,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
IS18760,Plant #4,leaf,AMP20 10 4,AMP20,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
IS18760,Plant #4,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
IS18760,Plant #5,leaf,AMP20 10 6,AMP20,1000000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e6
IS18760,Plant #5,leaf,AMP20 10 6/2,AMP20,500000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e6
IS18760,Plant #5,leaf,AMP20 10 5,AMP20,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e5
IS18760,Plant #5,leaf,AMP20 10 5/2,AMP20,50000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
IS18760,Plant #5,leaf,AMP20 10 4,AMP20,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
IS18760,Plant #5,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
IS18760,Plant #6,leaf,AMP20 10 6,AMP20,1000000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e6
IS18760,Plant #6,leaf,AMP20 10 6/2,AMP20,500000,3.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e6
IS18760,Plant #6,leaf,AMP20 10 5,AMP20,100000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e5
IS18760,Plant #6,leaf,AMP20 10 5/2,AMP20,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e5
IS18760,Plant #6,leaf,AMP20 10 4,AMP20,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_1e4
IS18760,Plant #6,leaf,AMP20 10 4/2,AMP20,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP20,,,1,,,,AMP20,AMP20_0.5e4
IS18760,Plant #1,leaf,AMP27 10 6,AMP27,1000000,3.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
IS18760,Plant #1,leaf,AMP27 10 6/2,AMP27,500000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
IS18760,Plant #1,leaf,AMP27 10 5,AMP27,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
IS18760,Plant #1,leaf,AMP27 10 5/2,AMP27,50000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
IS18760,Plant #1,leaf,AMP27 10 4,AMP27,10000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
IS18760,Plant #1,leaf,AMP27 10 4/2,AMP27,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
IS18760,Plant #2,leaf,AMP27 10 6,AMP27,1000000,3.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
IS18760,Plant #2,leaf,AMP27 10 6/2,AMP27,500000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
IS18760,Plant #2,leaf,AMP27 10 5,AMP27,100000,3.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
IS18760,Plant #2,leaf,AMP27 10 5/2,AMP27,50000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
IS18760,Plant #2,leaf,AMP27 10 4,AMP27,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
IS18760,Plant #2,leaf,AMP27 10 4/2,AMP27,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
IS18760,Plant #3,leaf,AMP27 10 6,AMP27,1000000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
IS18760,Plant #3,leaf,AMP27 10 6/2,AMP27,500000,4,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
IS18760,Plant #3,leaf,AMP27 10 5,AMP27,100000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
IS18760,Plant #3,leaf,AMP27 10 5/2,AMP27,50000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
IS18760,Plant #3,leaf,AMP27 10 4,AMP27,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
IS18760,Plant #3,leaf,AMP27 10 4/2,AMP27,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
IS18760,Plant #4,leaf,AMP27 10 6,AMP27,1000000,4,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
IS18760,Plant #4,leaf,AMP27 10 6/2,AMP27,500000,3.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
IS18760,Plant #4,leaf,AMP27 10 5,AMP27,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
IS18760,Plant #4,leaf,AMP27 10 5/2,AMP27,50000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
IS18760,Plant #4,leaf,AMP27 10 4,AMP27,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
IS18760,Plant #4,leaf,AMP27 10 4/2,AMP27,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
IS18760,Plant #5,leaf,AMP27 10 6,AMP27,1000000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
IS18760,Plant #5,leaf,AMP27 10 6/2,AMP27,500000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
IS18760,Plant #5,leaf,AMP27 10 5,AMP27,100000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
IS18760,Plant #5,leaf,AMP27 10 5/2,AMP27,50000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
IS18760,Plant #5,leaf,AMP27 10 4,AMP27,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
IS18760,Plant #5,leaf,AMP27 10 4/2,AMP27,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
IS18760,Plant #6,leaf,AMP27 10 6,AMP27,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e6
IS18760,Plant #6,leaf,AMP27 10 6/2,AMP27,500000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e6
